0.11	5.25051	-0.0577009	-0.278561	50.0088	-0.374837	10.3768	-1.28709	0.170507	-0.252816	-18.6924	3.99007	-2.22323	-8.91448e+061	-7.78808e+061	-8.91448e+061	-7.78808e+061	-8.91448e+061	-7.78808e+061	-8.91448e+061	-7.78808e+061	
0.12	5.75993	-0.0918439	-0.332789	50.3116	-1.29312	11.4365	-1.48442	0.155665	-0.298334	-19.2674	4.30731	-2.35331	-9.00298e+061	-8.09264e+061	-9.00298e+061	-8.09264e+061	-9.00298e+061	-8.09264e+061	-9.00298e+061	-8.09264e+061	
0.13	6.27363	-0.136698	-0.389051	50.582	-2.36942	12.3909	-1.68589	0.130683	-0.343008	-19.7245	4.62589	-2.52259	-9.06854e+061	-8.33793e+061	-9.06854e+061	-8.33793e+061	-9.06854e+061	-8.33793e+061	-9.06854e+061	-8.33793e+061	
0.14	6.79134	-0.193326	-0.445469	50.8263	-3.549	13.2148	-1.88968	0.0947534	-0.384283	-20.0793	4.95551	-2.73559	-9.11711e+061	-8.53421e+061	-9.11711e+061	-8.53421e+061	-9.11711e+061	-8.53421e+061	-9.11711e+061	-8.53421e+061	
0.15	7.31279	-0.262366	-0.499826	51.0507	-4.77094	13.9026	-2.09444	0.0477256	-0.419362	-20.3483	5.30613	-2.99198	-9.1531e+061	-8.69042e+061	-9.1531e+061	-8.69042e+061	-9.1531e+061	-8.69042e+061	-9.1531e+061	-8.69042e+061	
0.16	7.83777	-0.343928	-0.549673	51.2606	-5.97618	14.4693	-2.29954	-0.00980712	-0.44538	-20.5477	5.68695	-3.28684	-9.17976e+061	-8.81414e+061	-9.17976e+061	-8.81414e+061	-9.17976e+061	-8.81414e+061	-9.17976e+061	-8.81414e+061	
0.17	8.3661	-0.437527	-0.592454	51.4591	-7.11489	14.9473	-2.50526	-0.076468	-0.459508	-20.6936	6.1055	-3.61165	-9.19951e+061	-8.91171e+061	-9.19951e+061	-8.91171e+061	-9.19951e+061	-8.91171e+061	-9.19951e+061	-8.91171e+061	
0.18	8.89769	-0.542053	-0.625649	51.6453	-8.15228	15.3819	-2.71291	-0.150086	-0.458975	-20.8002	6.567	-3.95551	-9.21414e+061	-8.98839e+061	-9.21414e+061	-8.98839e+061	-9.21414e+061	-8.98839e+061	-9.21414e+061	-8.98839e+061	
0.19	9.43247	-0.655772	-0.646919	51.8142	-9.07209	15.825	-2.92482	-0.227668	-0.441037	-20.8799	7.07402	-4.30676	-9.22498e+061	-9.04844e+061	-9.22498e+061	-9.04844e+061	-9.22498e+061	-9.04844e+061	-9.22498e+061	-9.04844e+061	
0.2	9.97046	-0.776359	-0.654244	51.9551	-9.87765	16.3283	-3.1441	-0.305325	-0.402971	-20.942	7.6265	-4.6545	-9.23301e+061	-9.09534e+061	-9.23301e+061	-9.09534e+061	-9.23301e+061	-9.09534e+061	-9.23301e+061	-9.09534e+061	
0.21	10.5118	-0.900959	-0.646064	52.0525	-10.5905	16.9374	-3.37428	-0.378149	-0.34229	-20.9923	8.22205	-4.99004	-9.23896e+061	-9.13187e+061	-9.23896e+061	-9.13187e+061	-9.23896e+061	-9.13187e+061	-9.23896e+061	-9.13187e+061	
0.22	11.0565	-1.02626	-0.621396	52.0867	-11.2468	17.6863	-3.61839	-0.440144	-0.257403	-21.0333	8.85651	-5.30793	-9.24336e+061	-9.16025e+061	-9.24336e+061	-9.16025e+061	-9.24336e+061	-9.16025e+061	-9.24336e+061	-9.16025e+061	
0.23	11.6048	-1.14862	-0.579967	52.0352	-11.8926	18.5934	-3.87751	-0.484395	-0.148912	-21.064	9.52466	-5.60662	-9.24663e+061	-9.18226e+061	-9.24663e+061	-9.18226e+061	-9.24663e+061	-9.18226e+061	-9.24663e+061	-9.18226e+061	
0.24	12.1569	-1.26418	-0.522323	51.875	-12.5777	19.6602	-4.14908	-0.503782	-0.0212469	-21.0804	10.221	-5.88851	-9.24905e+061	-9.19929e+061	-9.24905e+061	-9.19929e+061	-9.24905e+061	-9.19929e+061	-9.24905e+061	-9.19929e+061	
0.25	12.713	-1.36906	-0.449927	51.5845	-13.3491	20.8712	-4.42603	-0.492361	0.116516	-21.0764	10.9406	-6.1596	-9.25084e+061	-9.21244e+061	-9.25084e+061	-9.21244e+061	-9.25084e+061	-9.21244e+061	-9.25084e+061	-9.21244e+061	
0.26	13.2733	-1.45958	-0.365224	51.1458	-14.2453	22.1958	-4.69843	-0.446917	0.252194	-21.044	11.6797	-6.42857	-9.25217e+061	-9.22258e+061	-9.25217e+061	-9.22258e+061	-9.25217e+061	-9.22258e+061	-9.25217e+061	-9.22258e+061	
0.27	13.8379	-1.53252	-0.27165	50.5464	-15.2918	23.5925	-4.95724	-0.367715	0.374071	-20.9748	12.4359	-6.70563	-9.25315e+061	-9.23039e+061	-9.25315e+061	-9.23039e+061	-9.25315e+061	-9.23039e+061	-9.25315e+061	-9.23039e+061	
0.28	14.4068	-1.5854	-0.173569	49.7809	-16.4976	25.0136	-5.1976	-0.257935	0.473895	-20.8603	13.2087	-7.00115	-9.25388e+061	-9.23639e+061	-9.25388e+061	-9.23639e+061	-9.25388e+061	-9.23639e+061	-9.25388e+061	-9.23639e+061	
0.29	14.9799	-1.61682	-0.0761196	48.8508	-17.8546	26.4115	-5.41972	-0.122393	0.547234	-20.6932	13.9994	-7.32431	-9.25442e+061	-9.241e+061	-9.25442e+061	-9.241e+061	-9.25442e+061	-9.241e+061	-9.25442e+061	-9.241e+061	
0.3	15.5569	-1.62665	0.0150485	47.7647	-19.339	27.7431	-5.628	0.033515	0.59174	-20.4674	14.8103	-7.68199	-9.25482e+061	-9.24454e+061	-9.25482e+061	-9.24454e+061	-9.25482e+061	-9.24454e+061	-9.25482e+061	-9.24454e+061	
0.31	16.1374	-1.61632	0.0941256	46.5371	-20.9146	28.9753	-5.83023	0.204162	0.604723	-20.179	15.6445	-8.07791	-9.25512e+061	-9.24724e+061	-9.25512e+061	-9.24724e+061	-9.25512e+061	-9.24724e+061	-9.25512e+061	-9.24724e+061	
0.32	16.7208	-1.58886	0.155576	45.1866	-22.5375	30.0873	-6.03786	0.38324	0.580612	-19.826	16.5048	-8.51228	-9.25534e+061	-9.24932e+061	-9.25534e+061	-9.24932e+061	-9.25534e+061	-9.24932e+061	-9.25534e+061	-9.24932e+061	
0.33	17.3062	-1.54887	0.19462	43.7334	-24.1611	31.0716	-6.26793	0.562353	0.507926	-19.4085	17.3936	-8.98187	-9.2555e+061	-9.2509e+061	-9.2555e+061	-9.2509e+061	-9.2555e+061	-9.2509e+061	-9.2555e+061	-9.2509e+061	
0.34	17.8927	-1.50242	0.207721	42.1974	-25.7408	31.9333	-6.54617	0.728016	0.365791	-18.9283	18.3114	-9.48043	-9.25562e+061	-9.25211e+061	-9.25562e+061	-9.25211e+061	-9.25562e+061	-9.25211e+061	-9.25562e+061	-9.25211e+061	
0.35	18.4789	-1.45662	0.193044	40.5953	-27.2383	32.6876	-6.90496	0.856425	0.125995	-18.3885	19.2571	-9.99951	-9.25571e+061	-9.25303e+061	-9.25571e+061	-9.25303e+061	-9.25571e+061	-9.25303e+061	-9.25571e+061	-9.25303e+061	
0.36	19.0638	-1.41922	0.15081	38.9394	-28.6239	33.3563	-7.35125	0.910999	-0.214811	-17.7936	20.2273	-10.5294	-9.25577e+061	-9.25373e+061	-9.25577e+061	-9.25373e+061	-9.25577e+061	-9.25373e+061	-9.25577e+061	-9.25373e+061	
0.37	19.6461	-1.39786	0.0835521	37.2361	-29.8779	33.9641	-7.80907	0.862198	-0.577367	-17.1484	21.2163	-11.06	-9.25582e+061	-9.25427e+061	-9.25582e+061	-9.25427e+061	-9.25582e+061	-9.25427e+061	-9.25582e+061	-9.25427e+061	
0.38	20.2244	-1.39967	-0.00409252	35.4864	-30.9903	34.5341	-8.18001	0.718423	-0.860064	-16.4585	22.2165	-11.5819	-9.25586e+061	-9.25468e+061	-9.25586e+061	-9.25468e+061	-9.25586e+061	-9.25468e+061	-9.25586e+061	-9.25468e+061	
0.39	20.7977	-1.43044	-0.105311	33.686	-31.9603	35.0851	-8.4487	0.510822	-1.04405	-15.7293	23.2188	-12.0871	-9.25589e+061	-9.25499e+061	-9.25589e+061	-9.25499e+061	-9.25589e+061	-9.25499e+061	-9.25589e+061	-9.25499e+061	
0.4	21.3651	-1.49385	-0.211425	31.8279	-32.794	35.6288	-8.64551	0.264281	-1.15531	-14.9664	24.2126	-12.5694	-9.25591e+061	-9.25522e+061	-9.25591e+061	-9.25522e+061	-9.25591e+061	-9.25522e+061	-9.25591e+061	-9.25522e+061	
0.41	21.9257	-1.59102	-0.312661	29.9037	-33.5026	36.1683	-8.80017	-0.00690668	-1.21703	-14.1751	25.1869	-13.0246	-9.25592e+061	-9.2554e+061	-9.25592e+061	-9.2554e+061	-9.25592e+061	-9.2554e+061	-9.25592e+061	-9.2554e+061	
0.42	22.4793	-1.72016	-0.398926	27.9063	-34.1006	36.6981	-8.9353	-0.294545	-1.24017	-13.3604	26.1307	-13.4506	-9.25593e+061	-9.25554e+061	-9.25593e+061	-9.25554e+061	-9.25593e+061	-9.25554e+061	-9.25593e+061	-9.25554e+061	
0.43	23.0257	-1.87643	-0.460692	25.8325	-34.6036	37.2045	-9.07358	-0.592758	-1.22203	-12.527	27.0332	-13.8474	-9.25594e+061	-9.25564e+061	-9.25594e+061	-9.25564e+061	-9.25594e+061	-9.25564e+061	-9.25594e+061	-9.25564e+061	
0.44	23.5651	-2.05211	-0.489962	23.6853	-35.0269	37.6675	-9.25612	-0.894239	-1.13364	-11.6792	27.8843	-14.2164	-9.25595e+061	-9.25572e+061	-9.25595e+061	-9.25572e+061	-9.25595e+061	-9.25572e+061	-9.25595e+061	-9.25572e+061	
0.45	24.098	-2.2371	-0.481134	21.475	-35.3844	38.063	-9.62209	-1.17749	-0.843555	-10.8209	28.6753	-14.5601	-9.25595e+061	-9.25578e+061	-9.25595e+061	-9.25578e+061	-9.25595e+061	-9.25578e+061	-9.25595e+061	-9.25578e+061	
0.46	24.6253	-2.41898	-0.43164	19.2205	-35.6872	38.3666	-10.6488	-1.31055	0.120645	-9.95559	29.3986	-14.8818	-9.25595e+061	-9.25582e+061	-9.25595e+061	-9.25582e+061	-9.25595e+061	-9.25582e+061	-9.25595e+061	-9.25582e+061	
0.47	25.1478	-2.58888	-0.351204	16.9494	-35.9442	38.5526	-11.5276	-1.12004	0.947943	-9.08644	30.0481	-15.1849	-9.25596e+061	-9.25586e+061	-9.25596e+061	-9.25586e+061	-9.25596e+061	-9.25586e+061	-9.25596e+061	-9.25586e+061	
0.48	25.6669	-2.73079	-0.232801	14.6975	-36.1609	38.6059	-11.8185	-0.808544	1.19225	-8.21624	30.6188	-15.4729	-9.25596e+061	-9.25588e+061	-9.25596e+061	-9.25588e+061	-9.25596e+061	-9.25588e+061	-9.25596e+061	-9.25588e+061	
0.49	26.1836	-2.83727	-0.0905619	12.5056	-36.3386	38.5158	-11.9518	-0.470202	1.28256	-7.34792	31.1076	-15.7485	-9.25596e+061	-9.2559e+061	-9.25596e+061	-9.2559e+061	-9.25596e+061	-9.2559e+061	-9.25596e+061	-9.2559e+061	
0.5	26.6985	-2.90196	0.0636423	10.4175	-36.476	38.282	-12.0329	-0.120987	1.32042	-6.48442	31.5123	-16.0139	-9.25596e+061	-9.25592e+061	-9.25596e+061	-9.25592e+061	-9.25596e+061	-9.25592e+061	-9.25596e+061	-9.25592e+061	
0.51	27.2121	-2.92281	0.215977	8.47687	-36.5682	37.9156	-12.0935	0.234337	1.33145	-5.62899	31.8321	-16.2702	-9.25596e+061	-9.25593e+061	-9.25596e+061	-9.25593e+061	-9.25596e+061	-9.25593e+061	-9.25596e+061	-9.25593e+061	
0.52	27.7245	-2.90259	0.352333	6.7225	-36.6076	37.4383	-12.151	0.593296	1.3195	-4.78548	32.0674	-16.5173	-9.25596e+061	-9.25594e+061	-9.25596e+061	-9.25594e+061	-9.25596e+061	-9.25594e+061	-9.25596e+061	-9.25594e+061	
0.53	28.2353	-2.84877	0.460044	5.18475	-36.5841	36.8816	-12.2321	0.953429	1.26756	-3.95861	32.2195	-16.7538	-9.25596e+061	-9.25594e+061	-9.25596e+061	-9.25594e+061	-9.25596e+061	-9.25594e+061	-9.25596e+061	-9.25594e+061	
0.54	28.7439	-2.77285	0.529303	3.88165	-36.4857	36.2841	-12.477	1.30654	1.04053	-3.15418	32.2909	-16.9773	-9.25596e+061	-9.25595e+061	-9.25596e+061	-9.25595e+061	-9.25596e+061	-9.25595e+061	-9.25596e+061	-9.25595e+061	
0.55	29.2479	-2.69102	0.531548	2.8166	-36.2987	35.6825	-14.3179	1.39664	-0.784539	-2.37915	32.2846	-17.1838	-9.25596e+061	-9.25595e+061	-9.25596e+061	-9.25595e+061	-9.25596e+061	-9.25595e+061	-9.25596e+061	-9.25595e+061	
0.56	29.7448	-2.61005	0.534075	1.97474	-36.0146	35.1332	-14.903	1.09572	-1.37332	-1.64179	32.2047	-17.3685	-9.25596e+061	-9.25595e+061	-9.25596e+061	-9.25595e+061	-9.25596e+061	-9.25595e+061	-9.25596e+061	-9.25595e+061	
0.57	30.2401	-2.54685	0.505765	1.32538	-35.6257	34.66	-15.0322	0.740003	-1.5169	-0.952164	32.0559	-17.526	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.58	30.7298	-2.51563	0.449471	0.827178	-35.1268	34.2866	-15.0735	0.379265	-1.58143	-0.319981	31.8438	-17.6506	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.59	31.2121	-2.5239	0.378156	0.429855	-34.5209	34.0244	-15.0828	0.0186585	-1.62567	0.245377	31.5746	-17.737	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.6	31.6857	-2.57385	0.30657	0.0802643	-33.8191	33.87	-15.071	-0.339888	-1.6678	0.735675	31.2551	-17.781	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.61	32.1496	-2.66056	0.247729	-1.02511	-33.0831	33.7751	-15.0309	-0.698842	-1.72745	1.21318	32.1924	-17.7719	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.62	32.6043	-2.77325	0.210052	-2.82417	-32.4451	33.5069	-14.9061	-1.06116	-1.86698	1.79406	33.2723	-17.7107	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.63	33.0501	-2.90281	0.198942	-5.10545	-31.9686	32.9067	-14.2308	-1.38211	-2.55142	2.45171	34.2118	-17.6267	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.64	33.4866	-3.03758	0.193329	-7.69046	-31.709	31.8294	-12.4155	-1.28765	-4.36377	3.17242	34.9982	-17.5473	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.65	33.9182	-3.17307	0.2064	-10.3181	-31.6966	30.2035	-12.2174	-0.901579	-4.54174	3.95282	35.6221	-17.4991	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.66	34.3455	-3.29722	0.245686	-12.697	-31.945	28.0368	-12.1487	-0.503543	-4.5787	4.79575	36.0762	-17.5047	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.67	34.7685	-3.40505	0.303312	-14.5263	-32.4295	25.4553	-12.0946	-0.101085	-4.58157	5.70787	36.3547	-17.5833	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.68	35.1875	-3.49354	0.371703	-15.553	-33.0885	22.7058	-12.0297	0.303067	-4.56061	6.69574	36.4522	-17.7492	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.69	35.6027	-3.56236	0.44322	-15.6242	-33.8201	20.1332	-11.9269	0.705377	-4.5005	7.76127	36.3649	-18.0094	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.7	36.014	-3.6135	0.510929	-14.7259	-34.4807	18.1281	-11.6945	1.09537	-4.31518	8.89616	36.091	-18.3608	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.71	36.421	-3.65073	0.568784	-12.9972	-34.8886	17.0488	-10.6587	1.37161	-3.33495	10.0751	35.6338	-18.7859	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.72	36.8226	-3.68344	0.603753	-10.7129	-34.8355	17.1267	-9.33801	1.14993	-2.07766	11.2479	35.0035	-19.2464	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.73	37.2196	-3.70994	0.635641	-8.25437	-34.131	18.3718	-9.0571	0.767839	-1.88435	12.336	34.2177	-19.6813	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.74	37.611	-3.74595	0.64999	-6.07389	-32.6413	20.5492	-8.90491	0.37776	-1.84331	13.2407	33.2989	-20.0169	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.75	37.995	-3.79928	0.652931	-4.62382	-30.3672	23.2528	-8.77027	-0.00651401	-1.85737	13.8708	32.2752	-20.1895	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.76	38.3705	-3.87401	0.65327	-4.22714	-27.4722	26.0082	-8.61621	-0.377475	-1.91963	14.1675	31.1855	-20.1645	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.77	38.7367	-3.96956	0.660014	-4.99267	-24.2609	28.3574	-8.39784	-0.723433	-2.0611	14.1162	30.0792	-19.939	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.78	39.0933	-4.08185	0.680332	-6.81647	-21.1111	29.9375	-8.00566	-1.01282	-2.38582	13.7441	29.0073	-19.5351	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.79	39.4406	-4.20486	0.719335	-9.4366	-18.389	30.5319	-7.25833	-1.14367	-3.07271	13.1109	28.0129	-18.992	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.8	39.7793	-4.33201	0.77768	-12.5043	-16.3772	30.0755	-6.53008	-1.01911	-3.74583	12.2968	27.1242	-18.3585	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.81	40.1104	-4.45773	0.853872	-15.6481	-15.2333	28.6274	-6.16518	-0.761482	-4.05807	11.3894	26.3523	-17.6868	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.82	40.4346	-4.57692	0.946032	-18.5209	-14.9879	26.3296	-5.9735	-0.470012	-4.19744	10.4725	25.6934	-17.0268	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.83	40.7529	-4.6864	1.05039	-20.8276	-15.5665	23.375	-5.85098	-0.172629	-4.26415	9.61779	25.1326	-16.4216	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.84	41.0658	-4.78459	1.16278	-22.3403	-16.8225	19.9877	-5.75716	0.122592	-4.29256	8.88074	24.649	-15.9051	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.85	41.374	-4.87131	1.27917	-22.9052	-18.5709	16.4134	-5.67089	0.41286	-4.293	8.29963	24.2187	-15.501	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.86	41.6777	-4.94747	1.396	-22.4455	-20.6132	12.912	-5.57304	0.696627	-4.26208	7.89697	23.8185	-15.224	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.87	41.9773	-5.01476	1.5104	-20.962	-22.7537	9.74839	-5.4293	0.971091	-4.17448	7.6821	23.4266	-15.0811	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.88	42.2728	-5.07533	1.62024	-18.531	-24.806	7.18001	-5.12474	1.22454	-3.92114	7.65378	23.024	-15.0735	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.89	42.5645	-5.13102	1.72407	-15.2984	-26.5938	5.44125	-4.17439	1.37232	-3.02111	7.80234	22.5956	-15.1978	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.9	42.8532	-5.18602	1.81771	-11.4662	-27.9466	4.73298	-3.14108	1.24112	-2.03964	8.11001	22.1325	-15.4459	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.91	43.1378	-5.2396	1.90684	-7.24934	-28.6992	5.21382	-2.81246	0.997864	-1.76963	8.54649	21.6402	-15.7987	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.92	43.4198	-5.29567	1.98593	-2.73075	-28.6754	6.90867	-2.65095	0.737702	-1.67462	9.04853	21.155	-16.2036	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.93	43.6989	-5.36101	2.05363	1.96985	-27.7117	9.33482	-2.53619	0.473699	-1.63715	9.49011	20.6173	-16.5434	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.94	43.9727	-5.4424	2.1145	5.99399	-25.776	12.2138	-2.43624	0.212845	-1.62711	9.69372	19.6111	-16.7133	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.95	44.2404	-5.53987	2.17478	9.01316	-22.9955	15.4392	-2.33995	-0.0409045	-1.63597	9.58648	18.6306	-16.6848	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.96	44.5018	-5.65231	2.23866	11.0127	-19.5821	18.6864	-2.24104	-0.285318	-1.66349	9.168	17.6989	-16.4636	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
0.97	44.7565	-5.7785	2.30958	12.0122	-15.8128	21.6738	-2.13228	-0.517918	-1.7144	8.46194	16.8484	-16.0655	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	-9.25596e+061	
